topic|partition|offset|table_name
test-spark-topic|8|70632798|
test-spark-topic|8|70632799|
test-spark-topic|8|70632800|
test-spark-topic|8|70632801|
test-spark-topic|8|70632802|
test-spark-topic|8|70632803|
test-spark-topic|8|70632804|
test-spark-topic|8|70632805|
test-spark-topic|8|70632806|
test-spark-topic|8|70632807|
test-spark-topic|8|70632808|
test-spark-topic|8|70632809|
test-spark-topic|8|70632810|
test-spark-topic|8|70632811|
test-spark-topic|8|70632812|
test-spark-topic|8|70632813|
test-spark-topic|8|70632814|
test-spark-topic|8|70632815|
test-spark-topic|8|70632816|
test-spark-topic|8|70632817|
test-spark-topic|8|70632818|
test-spark-topic|8|70632819|
test-spark-topic|8|70632820|
test-spark-topic|8|70632821|
test-spark-topic|8|70632822|
test-spark-topic|8|70632823|
test-spark-topic|8|70632824|
test-spark-topic|8|70632825|
test-spark-topic|8|70632826|
test-spark-topic|8|70632827|
test-spark-topic|8|70632828|
test-spark-topic|8|70632829|
test-spark-topic|8|70632830|
test-spark-topic|8|70632831|
test-spark-topic|8|70632832|
test-spark-topic|8|70632833|
test-spark-topic|8|70632834|
test-spark-topic|8|70632835|
test-spark-topic|8|70632836|
test-spark-topic|8|70632837|
test-spark-topic|8|70632838|
test-spark-topic|8|70632839|
test-spark-topic|8|70632840|
test-spark-topic|8|70632841|
test-spark-topic|8|70632842|
test-spark-topic|8|70632843|
test-spark-topic|8|70632844|
test-spark-topic|8|70632845|
test-spark-topic|8|70632846|
test-spark-topic|8|70632847|
test-spark-topic|8|70632848|
test-spark-topic|8|70632849|
test-spark-topic|8|70632850|
test-spark-topic|8|70632851|
test-spark-topic|8|70632852|
test-spark-topic|8|70632853|
test-spark-topic|8|70632854|
test-spark-topic|8|70632855|
test-spark-topic|8|70632856|
test-spark-topic|8|70632857|
test-spark-topic|8|70632858|
test-spark-topic|8|70632859|
test-spark-topic|8|70632860|
test-spark-topic|8|70632861|
test-spark-topic|8|70632862|
test-spark-topic|8|70632863|
test-spark-topic|8|70632864|
test-spark-topic|8|70632865|
test-spark-topic|8|70632866|
test-spark-topic|8|70632867|
test-spark-topic|8|70632868|
test-spark-topic|8|70632869|
test-spark-topic|8|70632870|
test-spark-topic|8|70632871|
test-spark-topic|8|70632872|
test-spark-topic|8|70632873|
test-spark-topic|8|70632874|
test-spark-topic|8|70632875|
test-spark-topic|8|70632876|
test-spark-topic|8|70632877|
test-spark-topic|1|428135102|
test-spark-topic|1|428135103|
test-spark-topic|1|428135104|
test-spark-topic|1|428135105|
test-spark-topic|1|428135106|
test-spark-topic|1|428135107|
test-spark-topic|1|428135108|
test-spark-topic|1|428135109|
test-spark-topic|1|428135110|
test-spark-topic|1|428135111|
test-spark-topic|1|428135112|
test-spark-topic|1|428135113|
test-spark-topic|1|428135114|
test-spark-topic|1|428135115|
test-spark-topic|1|428135116|
test-spark-topic|1|428135117|
test-spark-topic|1|428135118|
test-spark-topic|1|428135119|
test-spark-topic|1|428135120|
test-spark-topic|1|428135121|
test-spark-topic|1|428135122|
test-spark-topic|1|428135123|
test-spark-topic|1|428135124|
test-spark-topic|1|428135125|
test-spark-topic|1|428135126|
test-spark-topic|1|428135127|
test-spark-topic|1|428135128|
test-spark-topic|1|428135129|
test-spark-topic|1|428135130|
test-spark-topic|1|428135131|
test-spark-topic|1|428135132|
test-spark-topic|1|428135133|
test-spark-topic|1|428135134|
test-spark-topic|1|428135135|
test-spark-topic|1|428135136|
test-spark-topic|1|428135137|
test-spark-topic|1|428135138|
test-spark-topic|1|428135139|
test-spark-topic|1|428135140|
test-spark-topic|1|428135141|
test-spark-topic|1|428135142|
test-spark-topic|1|428135143|
test-spark-topic|1|428135144|
test-spark-topic|1|428135145|
test-spark-topic|1|428135146|
test-spark-topic|1|428135147|
test-spark-topic|1|428135148|
test-spark-topic|1|428135149|
test-spark-topic|1|428135150|
test-spark-topic|1|428135151|
test-spark-topic|1|428135152|
test-spark-topic|1|428135153|
test-spark-topic|1|428135154|
test-spark-topic|1|428135155|
test-spark-topic|1|428135156|
test-spark-topic|1|428135157|
test-spark-topic|1|428135158|
test-spark-topic|1|428135159|
test-spark-topic|1|428135160|
test-spark-topic|1|428135161|
test-spark-topic|1|428135162|
test-spark-topic|1|428135163|
test-spark-topic|1|428135164|
test-spark-topic|1|428135165|
test-spark-topic|1|428135166|
test-spark-topic|3|341532197|
test-spark-topic|3|341532198|
test-spark-topic|3|341532199|
test-spark-topic|3|341532200|
test-spark-topic|3|341532201|
test-spark-topic|3|341532202|
test-spark-topic|3|341532203|
test-spark-topic|3|341532204|
test-spark-topic|3|341532205|
test-spark-topic|3|341532206|
test-spark-topic|3|341532207|
test-spark-topic|3|341532208|
test-spark-topic|3|341532209|
test-spark-topic|3|341532210|
test-spark-topic|3|341532211|
test-spark-topic|3|341532212|
test-spark-topic|3|341532213|
test-spark-topic|3|341532214|
test-spark-topic|3|341532215|
test-spark-topic|3|341532216|
test-spark-topic|3|341532217|
test-spark-topic|3|341532218|
test-spark-topic|3|341532219|
test-spark-topic|3|341532220|
test-spark-topic|3|341532221|
test-spark-topic|3|341532222|
test-spark-topic|3|341532223|
test-spark-topic|3|341532224|
test-spark-topic|3|341532225|
test-spark-topic|3|341532226|
test-spark-topic|3|341532227|
test-spark-topic|3|341532228|
test-spark-topic|3|341532229|
test-spark-topic|3|341532230|
test-spark-topic|3|341532231|
test-spark-topic|3|341532232|
test-spark-topic|3|341532233|
test-spark-topic|3|341532234|
test-spark-topic|3|341532235|
test-spark-topic|3|341532236|
test-spark-topic|3|341532237|
test-spark-topic|3|341532238|
test-spark-topic|3|341532239|
test-spark-topic|3|341532240|
test-spark-topic|3|341532241|
test-spark-topic|3|341532242|
test-spark-topic|3|341532243|
test-spark-topic|3|341532244|
test-spark-topic|3|341532245|
test-spark-topic|3|341532246|
test-spark-topic|3|341532247|
test-spark-topic|3|341532248|
test-spark-topic|3|341532249|
test-spark-topic|3|341532250|
test-spark-topic|3|341532251|
test-spark-topic|3|341532252|
test-spark-topic|3|341532253|
test-spark-topic|3|341532254|
test-spark-topic|3|341532255|
test-spark-topic|3|341532256|
test-spark-topic|3|341532257|
test-spark-topic|3|341532258|
test-spark-topic|3|341532259|
test-spark-topic|3|341532260|
test-spark-topic|3|341532261|
test-spark-topic|3|341532262|
test-spark-topic|3|341532263|
test-spark-topic|3|341532264|
test-spark-topic|3|341532265|
test-spark-topic|3|341532266|
test-spark-topic|3|341532267|
test-spark-topic|3|341532268|
test-spark-topic|3|341532269|
test-spark-topic|3|341532270|
test-spark-topic|3|341532271|
test-spark-topic|3|341532272|
test-spark-topic|3|341532273|
test-spark-topic|3|341532274|
test-spark-topic|3|341532275|
test-spark-topic|3|341532276|
test-spark-topic|3|341532277|
test-spark-topic|3|341532278|
test-spark-topic|3|341532279|
test-spark-topic|3|341532280|
test-spark-topic|9|70645369|
test-spark-topic|9|70645370|
test-spark-topic|9|70645371|
test-spark-topic|9|70645372|
test-spark-topic|9|70645373|
test-spark-topic|9|70645374|
test-spark-topic|9|70645375|
test-spark-topic|9|70645376|
test-spark-topic|9|70645377|
test-spark-topic|9|70645378|
test-spark-topic|9|70645379|
test-spark-topic|9|70645380|
test-spark-topic|9|70645381|
test-spark-topic|9|70645382|
test-spark-topic|9|70645383|
test-spark-topic|9|70645384|
test-spark-topic|9|70645385|
test-spark-topic|9|70645386|
test-spark-topic|9|70645387|
test-spark-topic|9|70645388|
test-spark-topic|9|70645389|
test-spark-topic|9|70645390|
test-spark-topic|9|70645391|
test-spark-topic|9|70645392|
test-spark-topic|9|70645393|
test-spark-topic|9|70645394|
test-spark-topic|9|70645395|
test-spark-topic|9|70645396|
test-spark-topic|9|70645397|
test-spark-topic|9|70645398|
test-spark-topic|9|70645399|
test-spark-topic|9|70645400|
test-spark-topic|9|70645401|
test-spark-topic|9|70645402|
test-spark-topic|9|70645403|
test-spark-topic|9|70645404|
test-spark-topic|9|70645405|
test-spark-topic|9|70645406|
test-spark-topic|9|70645407|
test-spark-topic|9|70645408|
test-spark-topic|9|70645409|
test-spark-topic|9|70645410|
test-spark-topic|9|70645411|
test-spark-topic|9|70645412|
test-spark-topic|9|70645413|
test-spark-topic|9|70645414|
test-spark-topic|9|70645415|
test-spark-topic|9|70645416|
test-spark-topic|9|70645417|
test-spark-topic|9|70645418|
test-spark-topic|9|70645419|
test-spark-topic|9|70645420|
test-spark-topic|9|70645421|
test-spark-topic|9|70645422|
test-spark-topic|9|70645423|
test-spark-topic|9|70645424|
test-spark-topic|9|70645425|
test-spark-topic|9|70645426|
test-spark-topic|9|70645427|
test-spark-topic|9|70645428|
test-spark-topic|9|70645429|
test-spark-topic|9|70645430|
test-spark-topic|9|70645431|
test-spark-topic|9|70645432|
test-spark-topic|9|70645433|
test-spark-topic|9|70645434|
test-spark-topic|9|70645435|
test-spark-topic|9|70645436|
test-spark-topic|9|70645437|
test-spark-topic|9|70645438|
test-spark-topic|9|70645439|
test-spark-topic|9|70645440|
test-spark-topic|9|70645441|
